,name,Age,Overall rating,Potential,Team & Contract,ID,Height,Weight,foot,Best overall,Best position,Growth,Joined,Loan date end,Value,Wage,Release clause,Total attacking,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Total skill,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Total movement,Acceleration,Sprint speed,Agility,Reactions,Balance,Total power,Shot power,Jumping,Stamina,Strength,Long shots,Total mentality,Aggression,Interceptions,Att. Position,Vision,Penalties,Composure,Total defending,Defensive awareness,Standing tackle,Sliding tackle,Total goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total stats,Base stats,Weak foot,Skill moves,Attacking work rate,Defensive work rate,International reputation,Body type,Real face,Pace / Diving,Shooting / Handling,Passing / Kicking,Dribbling / Reflexes,Defending / Pace,Physical / Positioning,Traits,PlayStyles,PlayStyles +,Number of playstyles,
1892,Óliver Torres CM CAM LW,28,79,79,"Sevilla
2019 ~ 2024",208777,"178cm / 5'10""",70kg / 154lbs,Right,79,CM,0,"Jul 15, 2019",N/A,€17.5M,€33K,€36.8M,344,75,73,52,81,63,390,84,80,64,79,83,370,65,71,77,77,80,298,72,50,70,33,73,356,61,71,76,83,65,80,192,65,69,58,42,7,7,14,6,8,1992,415,4,3,High,Medium,2,Normal (170-185),Yes,68,72,79,82,65,49,,Long Ball Pass Technical,,2,
1893,A. Rusnák CAM CDM CM,28,73,73,"Seattle Sounders
2022 ~ 2024",210423,"175cm / 5'9""",73kg / 161lbs,Right,73,CAM,0,"Jan 18, 2022",N/A,€3.1M,€8K,€4.7M,332,71,70,43,74,74,366,73,73,72,71,77,373,74,73,79,73,74,349,77,58,84,57,73,324,57,56,72,70,69,75,145,58,45,42,53,10,7,16,13,7,1942,407,5,4,Medium,Low,1,Normal (170-185),Yes,73,72,72,75,51,64,,Pinged Pass Flair,,2,
1894,D. Berardi RW RM,28,85,85,"Sassuolo
2012 ~ 2027",210935,"183cm / 6'0""",72kg / 159lbs,Left,85,RW,0,"Jul 1, 2012",N/A,€54.5M,€40K,€92.7M,388,78,85,62,85,78,405,86,78,75,79,87,428,82,82,92,85,87,380,83,75,78,64,80,355,85,25,86,83,76,78,102,42,30,30,27,5,6,5,5,6,2085,441,3,4,High,Medium,2,Lean (170-185),Yes,82,83,81,87,36,72,,Dead Ball Whipped Cross Technical Flair Trivela,,5,
1895,D. Rugani CB,28,75,76,"Juventus
2015 ~ 2024",211320,"190cm / 6'3""",84kg / 185lbs,Right,76,CB,1,"Feb 1, 2015",N/A,€5.5M,€72K,€9.8M,256,40,33,79,69,35,258,58,45,25,65,65,287,51,54,55,72,55,307,61,79,51,77,39,263,71,78,28,50,36,72,230,78,78,74,30,5,10,5,5,5,1631,356,3,2,Low,Medium,2,Lean (185+),Yes,53,40,55,61,78,69,,,,0,
1896,Bruma LM LW RW,28,77,77,"Sporting Braga
2023 ~ 2027",211368,"173cm / 5'8""",70kg / 154lbs,Right,77,LM,0,"Jun 20, 2023",N/A,€10.5M,€17K,€21M,331,70,74,53,70,64,373,83,77,70,61,82,422,91,88,90,66,87,344,75,71,70,56,72,305,56,38,73,70,68,68,81,26,27,28,52,11,13,8,12,8,1908,405,3,4,High,Low,2,Lean (170-185),Yes,89,73,69,82,32,60,,Rapid Trickster Quick Step,,3,
1897,L. Baker CM CDM,28,71,71,"Stoke City
2022 ~ 2024",211504,"182cm / 6'0""",72kg / 159lbs,Right,71,CM,0,"Jan 15, 2022",N/A,€1.9M,€19K,€3.6M,338,70,67,58,72,71,366,69,74,76,72,75,348,67,66,72,70,73,364,77,68,76,69,74,349,72,67,65,70,75,71,200,69,67,64,49,8,15,12,8,6,2014,417,5,3,High,Medium,1,Lean (170-185),No,66,71,72,71,66,71,,,,0,
1898,P. Gollini GK,28,76,79,"Napoli
Jun 30, 2024 On loan",211515,"194cm / 6'4""",94kg / 207lbs,Right,76,GK,3,"Jul 1, 2018","Jun 30, 2024",€7M,€33K,€0,99,17,14,19,31,18,95,18,13,15,25,24,274,46,48,56,72,52,248,55,68,40,68,17,102,19,18,12,32,21,63,51,20,12,19,377,76,74,73,76,78,1246,424,2,1,Medium,Medium,2,Normal (185+),Yes,76,74,73,78,47,76,,Cross Claimer Rush Out,,2,
1899,M. Lowe LWB LB,26,72,75,"Sheffield United
2020 ~ 2024",212100,"175cm / 5'9""",74kg / 163lbs,Left,72,LWB,3,"Sep 7, 2020",N/A,€2.8M,€22K,€5.8M,279,64,41,66,67,41,293,74,42,38,66,73,371,78,81,74,69,69,309,62,76,69,66,36,309,63,68,66,62,50,63,209,66,74,69,53,12,11,8,13,9,1823,398,3,3,Medium,Medium,1,Lean (170-185),No,80,46,63,73,69,67,,Anticipate Rapid,,2,
1900,P. Max LWB LM,29,77-1,77-1,"Eintracht Frankfurt
2023 ~ 2026",212187,"177cm / 5'10""",77kg / 170lbs,Left,77,LWB,0,"Jul 1, 2023",N/A,€9.5M,€35K,€16.2M,326,82-2,63,60,76,45,375,72-1,79,75,74,75-1,381,79,75,76,75-2,76,369,79,76,81-1,70,63,347,72-1,73,69,73,60,74,212,69,72,71,57,15,12,11,8,11,2067,435,3,3,Medium,Medium,2,Normal (170-185),Yes,77,65,76,74,70,73,,Whipped Cross,,1,
1901,Y. Gerhardt CM,29,77,77,"VfL Wolfsburg
2016 ~ 2025",212245,"184cm / 6'0""",81kg / 179lbs,Left,77,CM,0,"Jul 1, 2016",N/A,€10.5M,€45K,€17.9M,329,69,69,57,77,57,355,75,69,55,76,80,346,66,67,67,78,68,376,78,72,78,76,72,357,75,75,77,78,52,72,212,76,71,65,50,13,13,7,11,6,2025,433,3,3,High,Medium,2,Normal (170-185),Yes,67,70,74,75,71,76,,,,0,
1902,Hwang Ui Jo ST LW,30,72,72,"Norwich City
Jun 30, 2024 On loan",212260,"185cm / 6'1""",82kg / 181lbs,Right,72,ST,0,"Aug 26, 2022","Jun 30, 2024",€2.3M,€44K,€0,337,62,70,68,65,72,347,74,80,62,58,73,360,76,77,72,70,65,378,79,79,75,71,74,310,62,44,72,65,67,70,110,33,42,35,47,9,15,10,7,6,1889,400,4,3,High,Medium,2,Lean (185+),No,77,73,64,73,42,71,,Finesse Shot Press Proven Trivela,,3,
1903,Ivan Cavaleiro LM LW,29,74+1,74+1,"LOSC Lille
2023 ~ 2024",212267,"175cm / 5'9""",72kg / 159lbs,Right,74,LM,0,"Aug 10, 2023",N/A,€4.1M,€28K,€7.8M,340,71+2,70,64,70,65,342,76+2,73,57,60,76+1,387,79,84,76,72+4,76,373,76,82,69+5,78,68,315,70,37,70,69,69,62,102,24,42,36,62,13,15,12,9,13,1921,407,3,4,Medium,Medium,1,Normal (170-185),Yes,82,71,68,75,37,74,,Flair,,1,
1904,P. Onuachu ST,29,74,74,"Trabzonspor
Jun 30, 2024 On loan",212382,"201cm / 6'7""",98kg / 216lbs,Right,74,ST,0,"Jan 31, 2023","Jun 30, 2024",€4.2M,€42K,€0,344,41,76,85,69,73,289,68,58,30,62,71,262,54,65,38,73,32,377,75,82,65,92,63,337,74,41,76,60,86,68,117,33,48,36,52,9,12,14,9,8,1778,382,3,3,High,Medium,1,Normal (185+),No,60,74,58,64,45,81,,Power Header Flair Aerial,,3,
1905,José Sá GK,30,79,79,"Wolverhampton Wanderers
2021 ~ 2026",212442,"192cm / 6'4""",84kg / 185lbs,Right,79,GK,0,"Jul 15, 2021",N/A,€11.5M,€52K,€21.9M,112,18,15,14,48,17,111,17,12,21,42,19,284,52,53,62,77,40,252,53,72,34,75,18,131,35,18,17,50,11,45,48,14,19,15,384,80,75,70,78,81,1322,436,2,1,Medium,Medium,2,Normal (185+),Yes,80,75,70,81,52,78,,Footwork Cross Claimer Rush Out,,3,
1906,M. Rose CB,27,69,71,"Stoke City
2023 ~ 2025",212487,"188cm / 6'2""",70kg / 154lbs,Right,71,CB,2,"Jul 17, 2023",N/A,€1.5M,€12K,€3M,247,49,33,69,66,30,268,58,46,36,66,62,322,68,75,58,63,58,311,59,78,67,77,30,291,71,69,45,56,50,64,204,68,69,67,59,8,8,15,12,16,1702,371,3,2,Medium,Medium,1,Normal (185+),No,72,39,58,60,69,73,,Long Ball Pass,,1,
1907,A. Masuaku LB LWB,29,75-1,75-1,"Beşiktaş
2022 ~ 2026",212491,"179cm / 5'10""",80kg / 176lbs,Left,75,LB,0,"Aug 8, 2022",N/A,€4.9M,€23K,€9.3M,327,76,52,63,75,61,368,80,75,63,73,77-1,384,77-3,78,77,73-1,79,379,74,74-1,79-2,80,72,327,74,69,65,70,49,76,214,67,74,73,39,8,7,10,7,7,2038,438,2,4,High,Medium,2,Normal (170-185),Yes,78,61,73,78,70,78,,Whipped Cross Bruiser Technical Flair,,4,
1908,F. Dabo RB RWB,27,67,67,"Forest Green Rovers
2023 ~ 2025",213659,"181cm / 5'11""",76kg / 168lbs,Right,67,RB,0,"Sep 1, 2023",N/A,€975K,€6K,€1.7M,272,65,43,60,66,38,291,69,59,39,58,66,337,73,72,63,66,63,300,58,74,51,70,47,312,79,64,67,61,41,65,194,62,68,64,50,8,13,8,7,14,1756,380,3,3,High,Medium,1,Stocky (170-185),No,72,48,62,67,64,67,,,,0,
1909,S. Azmoun ST CAM,28,78,78,"Roma
Jun 30, 2024 On loan",213955,"186cm / 6'1""",82kg / 181lbs,Right,78,ST,0,"Jan 30, 2022","Jun 30, 2024",€14.5M,€56K,€0,378,64,75,82,77,80,346,76,74,50,66,80,389,78,80,75,80,76,379,77,89,68,73,72,318,67,34,82,77,58,79,104,39,33,32,54,6,10,14,9,15,1968,413,4,3,Medium,Medium,2,Normal (185+),Yes,79,75,71,77,40,71,,Power Header,,1,
1910,B. Bourigeaud CM RM,29,80,80,"Rennes
2017 ~ 2026",214097,"178cm / 5'10""",70kg / 154lbs,Right,80,CM,0,"Jun 14, 2017",N/A,€20.5M,€57K,€39M,386,83,76,66,83,78,404,79,80,82,80+1,83,372,73,73,72,81,73,391,77,76,87,72,79,382,74,73,78,81,76,78,195,67+4,69,59+1,62,14,7,15,11,15,2192,455,3,3,High,High,2,Lean (170-185),No,73,77,82,79,68,76,,Finesse Shot Dead Ball Pinged Pass Incisive Pass Long Ball Pass Whipped Cross Trivela,,7,
1911,F. Armani GK,36,78,78,"River Plate
2018 ~ 2024",214584,"189cm / 6'2""",88kg / 194lbs,Right,78,GK,0,"Jan 12, 2018",N/A,€1.6M,€11K,€2.2M,101,18,11,19,35,18,123,21+5,15,16,29,42+5,244,44,50,36,75,39,259,51,74,35,82,17,155,43,21,17,54,20,53,47,15,13,19,381,75,77,68,79,82,1310,427,3,1,Medium,Medium,1,Stocky (185+),No,75,77,68,82,46,79,,,,0,
1912,J. Gbamin CDM CM,27,70,70,"Dunkerque
2023 ~ 2024",214947,"186cm / 6'1""",83kg / 183lbs,Right,71,CB,0,"Nov 8, 2023",N/A,€1.5M,€4K,€2.6M,299,68,40,68,70,53,327,66,62,60,69,70,335,65,73,64,70,63,349,78,77,48,78,68,323,78,71,65,69,40,71,208,70,71,67,56,11,13,8,14,10,1897,399,3,3,Medium,Medium,1,Normal (185+),Yes,69,55,68,67,70,70,,,,0,
1913,G. Rulli GK,31,80,80,"Ajax
2023 ~ 2026",215316,"189cm / 6'2""",84kg / 185lbs,Right,80,GK,0,"Jan 6, 2023",N/A,€11M,€16K,€15.4M,91,12,15,12,36,16,98,14,19,20,30,15,293,56,52,58,77,50,264,60,72,42,73,17,145,26,21,12,62,24,61,45,15,13,17,397,80,77,80,80,80,1333,451,3,1,Medium,Medium,2,Normal (185+),Yes,80,77,80,80,54,80,,Footwork,,1,
1914,D. Zapata ST,32,81,81,"Torino
Jun 30, 2024 On loan",215333,"188cm / 6'2""",92kg / 203lbs,Right,81,ST,0,"Jan 17, 2020","Jun 30, 2024",€21M,€65K,€0,363,47,83,80,74,79,334,79,55,62,57,81,354,76,75,67,78,58,419,86,94,75,95,69,317,72,20,84,66,75,82,90,44,24,22,40,9,9,8,6,8,1917,415,4,3,High,Medium,2,Stocky (185+),Yes,75,80,63,77,35,85,,Power Shot Power Header,,2,
1915,L. Alario ST,30,74,74,"Eintracht Frankfurt
2022 ~ 2025",215353,"185cm / 6'1""",78kg / 172lbs,Right,74,ST,0,"Jul 1, 2022",N/A,€4.1M,€33K,€7M,352,48,78,81,69,76,280,69,49,44,47,71,344,66,66,68,72,72,375,78,86,68,77,66,310,71,22,77,65,75,73,69,22,27,20,60,8,15,7,15,15,1790,372,3,3,High,Medium,2,Normal (185+),Yes,66,75,58,70,29,74,,Power Header,,1,
1916,Rúben Vezo CB RB,29,73,74,"Levante
2019 ~ 2024",215399,"183cm / 6'0""",80kg / 176lbs,Right,74,CB,1,"Jul 1, 2019",N/A,€2.8M,€10K,€4.7M,311,64,53,70,73,51,288,59,57,36,68,68,351,71,73,68,70,69,344,59,81,70,79,55,297,75,73,45,54,50,70,219,72,74,73,52,11,6,12,9,14,1862,403,2,2,Medium,Medium,1,Normal (170-185),Yes,72,54,64,64,73,76,,,,0,
1917,M. Cornet LM CF,26,76,76,"West Ham United
2022 ~ 2027",215798,"179cm / 5'10""",69kg / 152lbs,Left,76,LM,0,"Aug 5, 2022",N/A,€8M,€57K,€15.2M,361,73,74,69,73,72,356,78,71,69,62,76,391,83,86,75,69,78,380,80,80,73,70,77,351,72,66,79,70,64,67,200,64,70,66,58,16,13,8,12,9,2097,445,4,3,High,Medium,2,Lean (170-185),Yes,85,75,70,76,67,72,,Rapid Trivela,,2,
1918,S. Fofana CM,28,82,82,"Al Nassr
2023 ~ 2026",216320,"185cm / 6'1""",74kg / 163lbs,Right,82,CM,0,"Jul 18, 2023",N/A,€30.5M,€59K,€48.8M,344,62,74,58,82,68,377,81,72,62,80,82,361,71,71,69,82,68,424,83,79,91,87,84,373,79,79,78,81,56,82,219,68,80,71,47,9,8,9,11,10,2145,463,4,3,High,High,3,Normal (185+),No,71,77,76,80,73,86,,Power Shot Pinged Pass Press Proven Relentless,,4,
1919,J. Giménez CB,28,83,85,"Atlético Madrid
2013 ~ 2025",216460,"185cm / 6'1""",79kg / 174lbs,Right,85,CB,2,"Jul 1, 2013",N/A,€36.5M,€71K,€77.6M,271,47,37,82,71,34,270,55,37,44,68,66,332,70,71,56,78,57,365,73,88,71,85,48,282,87,84,25,46,40,75,257,87,85,85,52,9,11,7,10,15,1829,403,3,2,Medium,High,2,Normal (185+),Yes,71,46,58,61,85,82,,Power Header Slide Tackle Aerial,,3,
1920,11 Grafite ST RF,31,80,84,"VfL Wolfsburg
2007 ~ 2012",152820,"189cm / 6'2""",88kg / 194lbs,Right,80,ST,4,"Jan 1, 2007",N/A,€0,€0,€0,377,58,87,84,72,76,318,78,66,55,46,73,383,78,77,63,80,85,384,85,82,68,85,64,349,86,25,79,73,86,0,82,16,43,23,44,14,11,6,5,8,1937,411,4,3,N/A,N/A,3,Normal (170-185),No,77,81,64,75,33,81,,,,1,
1921,S. Carson GK,37,65,65,"Manchester City
2021 ~ 2024",157804,"188cm / 6'2""",86kg / 190lbs,Right,65,GK,0,"Jul 20, 2021",N/A,€80K,€11K,€148K,89,14,19,18,25,13,88,17,18,16,17,20,211,33,37,38,61,42,216,47,61,18,70,20,117,23,19,11,44,20,38,45,10,15,20,322,63,65,62,69,63,1088,357,3,1,Medium,Medium,1,Stocky (185+),Yes,63,65,62,63,35,69,,,,0,
1922,K. Schmeichel GK,36,81,81,"Anderlecht
2023 ~ 2024",163587,"189cm / 6'2""",88kg / 194lbs,Right,81,GK,0,"Sep 5, 2023",N/A,€2.9M,€17K,€4.4M,101,18,12,16,40,15,129,12,13,15,49,40,279,42,49,60,81,47,235,59,65,34,63,14,153,35,20,13,59,26,65,41,14,14,13,394,78,77,79,80,80,1332,439,3,1,Medium,Medium,3,Stocky (185+),Yes,78,77,79,80,45,80,,Footwork,,1,
1923,21 S. Ruffier GK,33,79,79,"Saint-Étienne
2011 ~ 2021",167628,"188cm / 6'2""",93kg / 205lbs,Right,79,GK,0,"Jul 11, 2011",N/A,€5.5M,€28K,€11M,80,11,11,12,33,13,90,12,17,12,34,15,276,45,50,51,75,55,252,56,72,37,76,11,142,31,25,12,49,25,66,36,13,12,11,390,80,79,74,78,79,1266,438,3,1,Medium,Medium,3,Stocky (185+),No,80,79,74,79,48,78,Saves with feet,,,0,
1924,23 G. Higuaín ST,34,75,75,"Inter Miami
2020 ~ 2022",167664,"186cm / 6'1""",89kg / 196lbs,Right,75,ST,0,"Sep 18, 2020",N/A,€2.7M,€10K,€3.9M,365,65,77,74,74,75,365,75,74,74,65,77,276,47,48,50,75,56,359,85,72,43,80,79,293,50,18,81,74,70,78,68,32,20,16,39,5,12,7,5,10,1765,362,4,3,Low,Low,4,Unique,Yes,48,79,71,72,28,64,,,,2,
1925,18 Nsue RB RM RWB,27,69,69,"Birmingham City
2017 ~ 2020",167797,"178cm / 5'10""",75kg / 165lbs,Right,69,RM,0,"Jan 18, 2017",N/A,€875K,€15K,€1.7M,305,67,59,57,65,57,320,70,63,57,63,67,390,83,85,82,67,73,375,74,86,84,74,57,314,74,62,69,60,49,63,190,57,64,69,61,15,8,9,13,16,1955,418,3,3,Medium,Medium,1,Normal (170-185),Yes,84,62,64,70,61,77,,,,1,
1926,21 A. Valencia RB CDM,34,78,78,"Querétaro
2021 ~ 2025",167905,"180cm / 5'11""",88kg / 194lbs,Right,78,RB,0,"Jan 1, 2021",N/A,€5M,€13K,€8.3M,337,80,59,59,75,64,360,77,69,66,68,80,377,76,75,69,80,77,378,85,71,73,83,66,346,80,80,65,66,55,82,228,76,77,75,51,16,11,10,7,7,2077,444,2,3,Medium,Medium,2,Stocky (170-185),Yes,75,66,72,77,75,79,,,,2,
1927,23 David Silva CAM CM,36,83,83,"Real Sociedad
2020 ~ 2024",168542,"173cm / 5'8""",67kg / 148lbs,Left,83,CAM,0,"Aug 17, 2020",N/A,€12M,€37K,€25.2M,376,83,70,53,89,81,413,84,82,77,84,86,375,69,55,80,82,89,311,72,58,65,45,71,354,56,50,84,89,75,90,140,58,53,29,46,6,15,7,6,12,2015,409,2,4,High,Medium,4,Normal (170-185),Yes,61,72,86,85,52,53,,,,5,
1928,José Fonte CB,39,78,78,"Sporting Braga
2023 ~ 2024",171791,"191cm / 6'3""",81kg / 179lbs,Right,78,CB,0,"Jul 18, 2023",N/A,€2.5M,€10K,€5M,280,47,42,81,74,36,281,61,51,32,69,68,220,31,31,31,81,46,337,60,76,76,82,43,318,83,81,48,63,43,79,236,81,80,75,50,7,11,16,10,6,1722,360,3,2,Medium,High,3,Lean (185+),Yes,31,46,62,61,80,80,,Power Header Slide Tackle,,2,
1929,Sokratis CB,35,75,75,"Real Betis
2023 ~ 2024",172879,"186cm / 6'1""",82kg / 181lbs,Right,75,CB,0,"Oct 26, 2023",N/A,€1.5M,€14K,€3.2M,283,47,47,74,65,50,241,58,29,35,59,60,310,60,66,52,73,59,352,77,81,64,82,48,289,83,74,49,45,38,74,227,75,77,75,36,6,8,5,12,5,1738,382,2,2,Medium,High,3,Stocky (185+),No,63,53,53,60,75,78,,Slide Tackle,,1,
1930,23 G. Bale RW RM,32,81,81,"Los Angeles FC
2022 ~ 2023",173731,"185cm / 6'1""",82kg / 181lbs,Left,82,ST,0,"Jul 7, 2022",N/A,€20.5M,€14K,€30.8M,414,85,81,84,80,84,417,80,91,87,78,81,378,79,81,77,77,64,395,90,85,58,76,86,348,62,53,80,77,76,85,153,50,53,50,52,15,15,11,5,6,2157,448,3,4,Medium,Medium,4,Unique,Yes,80,84,81,79,55,69,,,,7,
1931,A. Ayew ST CF,33,71,71,"Le Havre
2023 ~ 2024",176571,"176cm / 5'9""",72kg / 159lbs,Left,72,CF,0,"Nov 11, 2023",N/A,€1.2M,€14K,€2.4M,359,74,67,75,74,69,345,73,75,57,68,72,344,62,58,73,75,76,343,75,75,53,67,73,351,78,52,74,74,73,74,164,46,61,57,50,10,6,12,7,15,1956,398,3,4,High,Medium,3,Normal (170-185),Yes,60,71,72,73,56,66,,Technical Trivela,,2,
1932,K. Gameiro ST,36,76,76,"Strasbourg
2021 ~ 2024",176600,"172cm / 5'8""",69kg / 152lbs,Right,76,ST,0,"Jul 18, 2021",N/A,€2.6M,€19K,€5.2M,369,69,79,68,76,77,363,73,74,70,69,77,382,76,81,77,77,71,355,77,75,66,64,73,337,66,38,78,74,81,76,116,44,33,39,38,6,10,8,8,6,1960,410,4,3,Medium,Medium,3,Stocky (170-185),Yes,79,77,73,75,41,65,,,,0,
1933,M. Berg ST,36,70,70,"IFK Göteborg
2021 ~ 2023",176733,"184cm / 6'0""",79kg / 174lbs,Right,70,ST,0,"Jul 15, 2021",N/A,€550K,€3K,€688K,342,56,70,74,72,70,310,66,66,57,51,70,336,64,66,70,65,71,355,71,78,66,71,69,298,59,28,77,64,70,73,91,33,33,25,51,10,7,12,8,14,1783,369,4,3,High,Low,1,Lean (170-185),Yes,65,70,63,68,35,68,,,,0,
1934,M. Fellaini ST CAM CDM,35,73,73,"Shandong Taishan
2019 ~ 2025",176944,"194cm / 6'4""",85kg / 187lbs,Right,75,CB,0,"Feb 1, 2019",N/A,€1.3M,€15K,€2M,367,58,71,92,77,69,322,66,64,46,69,77,253,34,34,34,68,83,386,76,85,71,90,64,374,87,68,83,71,65,75,206,65,71,70,54,8,6,9,15,16,1962,397,4,3,Medium,High,3,Stocky (185+),Yes,34,71,69,68,71,84,,Power Header Block Bruiser Acrobatic Aerial,,5,
1935,S. Kjær CB,34,81,81,"Milan
2020 ~ 2024",179645,"190cm / 6'3""",86kg / 190lbs,Right,81,CB,0,"Jan 13, 2020",N/A,€8.5M,€68K,€14.5M,297,50,55,80,75,37,309,52,52,66,70,69,304,53,63,55,78,55,337,74,80,61,81,41,313,83,83,31,55,61,70,245,85,82,78,54,6,10,13,10,15,1859,396,3,2,Low,High,3,Normal (185+),Yes,59,54,64,60,83,76,,Long Ball Pass,,1,
1936,S. Coleman RB RWB,34,75,75,"Everton
2009 ~ 2024",180216,"177cm / 5'10""",77kg / 170lbs,Right,75,RB,0,"Feb 2, 2009",N/A,€2.1M,€33K,€4M,340,73,61,65,77,64,335,75,65,53,69,73,331,60,61,65,74,71,342,74,69,65,68,66,351,80,76,70,70,55,82,235,76,80,79,50,5,15,10,13,7,1984,418,3,3,High,Medium,2,Normal (170-185),Yes,61,65,72,74,76,70,,,,0,
1937,19 Hernanes CM CDM CAM,33,78,78,"Hebei
2017 ~ 2019",180432,"180cm / 5'11""",77kg / 170lbs,Right,76,CM,0,"Feb 9, 2017",N/A,€6M,€20K,€12.9M,354,79,57,60,82,76,400,74,84,85,78,79,340,64,59,72,70,75,366,85,61,71,72,77,341,54,70,56,86,75,78,196,72,62,62,25,4,5,4,6,6,2022,420,5,4,Medium,Medium,3,Normal (170-185),No,61,68,82,75,66,68,Technical dribbler (AI),,,3,
1938,23 E. Kawashima GK,39,71,71,"Strasbourg
2018 ~ 2023",180739,"185cm / 6'1""",82kg / 181lbs,Right,71,GK,0,"Aug 29, 2018",N/A,€210K,€7K,€420K,91,17,14,14,33,13,100,12,13,14,33,28,260,43,42,61,69,45,231,53,69,30,60,19,99,16,19,11,29,24,44,35,10,13,12,352,71,70,71,70,70,1168,395,3,1,Medium,Medium,2,Normal (185+),Yes,71,70,71,70,43,70,,,,2,
1939,A. Lallana CAM CM CDM,35,76,76,"Brighton & Hove Albion
2020 ~ 2024",180819,"178cm / 5'10""",73kg / 161lbs,Right,76,CAM,0,"Jul 27, 2020",N/A,€3.1M,€49K,€5.9M,358,74,69,64,81,70,378,78,77,66,77,80,332,63,51,68,77,73,322,72,67,54,60,69,357,71,64,74,78,70,81,186,61,65,60,54,6,15,14,8,11,1987,404,5,4,High,Medium,2,Lean (170-185),Yes,56,70,77,77,63,61,,Technical First Touch,,2,
1940,G. Wijnaldum CM CDM,32,80,80,"Al Ettifaq
2023 ~ 2026",181291,"175cm / 5'9""",74kg / 163lbs,Right,80,CM,0,"Sep 2, 2023",N/A,€16.5M,€39K,€28.1M,366,71,70,78,80,67,389,78,78,73,79,81,385,69,68,82,78,88,376,73,82,75,73,73,387,75,80,79,79,74,80,224,76,78,70,54,16,6,14,12,6,2181,448,4,3,High,High,3,Unique,Yes,68,72,77,80,77,74,,Flair Aerial,,2,
1941,A. Ekdal CDM CM,33,71-1,71-1,"Spezia
2022 ~ 2024",181318,"186cm / 6'1""",82kg / 181lbs,Right,71,CDM,0,"Jul 13, 2022",N/A,€925K,€3K,€1.5M,333,70,60,62,75-1,66,360,69-2,74,70,73-1,74-1,243,40,34,51,63-2,55,328,72,60-1,62-3,65-3,69,359,79,69,70,73,68,73,201,71,67-1,63-1,25,5,5,5,5,5,1849,378,3,3,Medium,Medium,2,Lean (185+),Yes,37,65,73,68,68,67,,,,0,
1942,I. Perišić LW LWB,34,77,77,"Tottenham Hotspur
2022 ~ 2024",181458,"186cm / 6'1""",80kg / 176lbs,Right,78,RM,0,"Jul 1, 2022",N/A,€4.9M,€77K,€9.3M,398,85,74,78,80,81,390,79,79,75,77,80,357,74,68,69,77,69,393,83,84,77,71,78,371,71,71,77,76,76,83,211,73,73,65,38,6,7,10,9,6,2158,450,5,4,High,Medium,3,Lean (185+),Yes,71,77,79,78,72,73,,Dead Ball Whipped Cross Flair Trivela,,4,
1943,22 A. Vidal CM,34,81,81,"Inter
2020 ~ 2023",181872,"180cm / 5'11""",75kg / 165lbs,Right,81,CM,0,"Sep 22, 2020",N/A,€12M,€105K,€20.4M,392,76,76,81,81,78,380,75,76,68,78,83,366,66,64,80,79,77,401,84,81,78,77,81,405,87,80,78,79,81,77,239,77,82,80,16,4,2,4,2,4,2199,459,4,3,High,High,4,Unique,Yes,65,79,78,78,80,79,,,,1,
1944,F. Muslera GK,37,80,80,"Galatasaray
2011 ~ 2024",182494,"190cm / 6'3""",74kg / 163lbs,Right,80,GK,0,"Aug 11, 2011",N/A,€2.3M,€24K,€4.4M,91,15,10,12,44,10,123,25,14,10,47,27,268,30,42,55,79,62,233,54,61,40,68,10,148,32,23,13,56,24,60,44,12,16,16,388,76,80,72,83,77,1295,423,2,1,Medium,Medium,3,Normal (185+),No,76,80,72,77,35,83,,Long Ball Pass Far Throw Footwork,,3,
1945,T. Deeney ST,35,67,67,"Forest Green Rovers
2023 ~ 2024",183125,"183cm / 6'0""",90kg / 198lbs,Right,67,ST,0,"Aug 17, 2023",N/A,€425K,€5K,€744K,331,56,68,73,64,70,302,60,63,53,59,67,266,38,40,57,70,61,352,76,77,48,87,64,329,83,31,70,67,78,71,93,38,30,25,64,10,11,16,12,15,1737,346,3,2,High,Medium,2,Stocky (170-185),Yes,39,70,62,63,36,76,,Power Header Bruiser,,2,
1946,C. Clark CB,33,71,71,"Stoke City
2023 ~ 2024",183129,"185cm / 6'1""",88kg / 194lbs,Left,71,CB,0,"Oct 10, 2023",N/A,€900K,€17K,€1.7M,271,39,44,77,60,51,248,50,50,36,54,58,236,36,34,54,62,50,315,71,74,46,76,48,303,77,71,49,51,55,62,216,70,74,72,59,14,7,12,14,12,1648,332,2,2,Low,Medium,2,Normal (170-185),Yes,35,51,51,54,72,69,,Slide Tackle,,1,
1947,C. Benteke ST,32,74,74,"DC United
2022 ~ 2024",184111,"190cm / 6'3""",83kg / 183lbs,Right,74,ST,0,"Aug 4, 2022",N/A,€3.4M,€9K,€5.1M,358,58,76,85,66,73,316,65,62,64,51,74,269,49,44,59,74,43,373,80,86,52,87,68,319,71,29,79,69,71,72,71,28,25,18,44,14,5,12,8,5,1750,357,2,2,Medium,Low,2,Normal (185+),Yes,46,75,62,67,32,75,,Power Header,,1,
